hijo_fecha_nacimiento,hijo_genero,madre_nacionalidad,padre_nacionalidad,madre_tipo_documento,padre_tipo_documento
2019-05-16,Masculino,Argentina,,DNI,DNI
2019-05-16,Femenino,Desconocida,,DNI,
2019-05-16,Femenino,,Desconocida,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Bolivia,Bolivia,DNI,DNI
2019-05-16,Masculino,Bolivia,Bolivia,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Austria,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,,DNI,
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,,,DNI,
2019-05-16,Masculino,Argentina,,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Paraguay,,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,,Argentina,DNI,DNI
2019-05-16,Femenino,Desconocida,Argentina,DNI,DNI
2019-05-16,Masculino,,,DNI,DNI
2019-05-16,Masculino,Venezuela,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,,,DNI,DNI
2019-05-16,Masculino,Paraguay,Paraguay,DNI,DNI
2019-05-16,Masculino,Paraguay,Argentina,DNI,DNI
2019-05-16,Masculino,Bolivia,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Desconocida,DNI,DNI
2019-05-16,Masculino,Bolivia,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Paraguay,Paraguay,DNI,DNI
2019-05-16,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-16,Femenino,Venezuela,Venezuela,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Colombia,Colombia,DNI,DNI
2019-05-16,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,,,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Venezuela,,DNI,DNI
2019-05-16,Femenino,,Argentina,,DNI
2019-05-16,Masculino,Desconocida,,DNI,DNI
2019-05-16,Femenino,Argentina,,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,,Argentina,DNI,DNI
2019-05-16,Masculino,Desconocida,,DNI,DNI
2019-05-16,Masculino,,,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,,DNI,DNI
2019-05-16,Masculino,,,PAS,PAS
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,
2019-05-16,Femenino,,,DNI,DNI
2019-05-16,Masculino,Desconocida,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Desconocida,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,,,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Desconocida,,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-16,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-16,Masculino,Francia,Francia,PAS,PAS
2019-05-16,Femenino,,Argentina,DNI,DNI
2019-05-16,Femenino,Desconocida,,DNI,
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,,,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Bolivia,,DNI,DNI
2019-05-16,Masculino,,,DNI,DNI
2019-05-16,Masculino,Argentina,Argentina,DNI,DNI
2019-05-16,Femenino,Argentina,Desconocida,DNI,DNI
2019-05-16,Masculino,,,DNI,DNI
2019-05-16,Femenino,Argentina,Argentina,DNI,DNI
2019-05-16,Masculino,Argentina,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Femenino,Perú,Perú,DNI PERU,DNI PERU
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Desconocida,,DNI,
2019-05-17,Femenino,,,DNI,C.PAR
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,Desconocida,Argentina,DNI,DNI
2019-05-17,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-17,Femenino,Corea del Sur,Corea del Sur,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,
2019-05-17,Masculino,Desconocida,Argentina,DNI,DNI
2019-05-17,Masculino,Paraguay,Desconocida,DNI,DNI
2019-05-17,Femenino,Argentina,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Bolivia,Bolivia,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,C.PAR
2019-05-17,Masculino,,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Desconocida,Argentina,DNI,DNI
2019-05-17,Femenino,Bolivia,Bolivia,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,Venezuela,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Desconocida,,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Masculino,,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Perú,Argentina,DNI,DNI
2019-05-17,Femenino,Perú,Argentina,DNI,DNI
2019-05-17,Femenino,China,China,PAS,PAS
2019-05-17,Masculino,,Argentina,DNI,DNI
2019-05-17,Femenino,Venezuela,Venezuela,DNI,DNI
2019-05-17,Masculino,,Argentina,DNI,DNI
2019-05-17,Femenino,Bolivia,,DNI,
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Colombia,Colombia,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Corea del Sur,Corea del Sur,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Perú,,DNI,
2019-05-17,Femenino,Bolivia,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Femenino,Paraguay,,C.PAR,
2019-05-17,Masculino,Bolivia,Desconocida,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,
2019-05-17,Femenino,,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,,Argentina,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,,DNI,
2019-05-17,Masculino,,,DNI,
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Venezuela,Venezuela,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Desconocida,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,,,PAS,
2019-05-17,Masculino,Argentina,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,,Paraguay,C.PAR,C.PAR
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Femenino,,Argentina,DNI,DNI
2019-05-17,Femenino,Italia,Reino Unido de Gran Bretaña e Irlanda del Norte,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-17,Masculino,Desconocida,,DNI,DNI
2019-05-17,Masculino,,,DNI,
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,,,DNI,DNI
2019-05-17,Masculino,Argentina,Argentina,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,,DNI
2019-05-17,Masculino,Argentina,,DNI,
2019-05-17,Masculino,Paraguay,Paraguay,DNI,DNI
2019-05-17,Femenino,Argentina,Argentina,DNI,DNI
2019-05-17,Femenino,Argentina,,DNI,DNI
2019-05-17,Femenino,,Argentina,DNI,DNI
2019-05-17,Masculino,,,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,,DNI,
2019-05-18,Femenino,Uruguay,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,
2019-05-18,Femenino,Argentina,,DNI,DNI
2019-05-18,Masculino,Perú,Perú,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,Perú,Paraguay,DNI,DNI
2019-05-18,Masculino,Perú,Paraguay,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-18,Masculino,Bolivia,Bolivia,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,,Desconocida,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Masculino,,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,
2019-05-18,Masculino,Desconocida,,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Masculino,Paraguay,Argentina,DNI,DNI
2019-05-18,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-18,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Paraguay,DNI,DNI
2019-05-18,Femenino,Argentina,Paraguay,DNI,DNI
2019-05-18,Masculino,Desconocida,,DNI,DNI
2019-05-18,Masculino,,Perú,C.PAR,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Paraguay,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Bolivia,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Argentina,Panamá,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,DNI
2019-05-18,Femenino,,,C.PAR,
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Perú,,DNI,DNI
2019-05-18,Masculino,Paraguay,,DNI,
2019-05-18,Femenino,,,DNI,PAS
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,,Argentina,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Desconocida,,DNI,
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,,Argentina,DNI,DNI
2019-05-18,Masculino,Colombia,Colombia,DNI,DNI
2019-05-18,Masculino,,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Desconocida,Argentina,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,,DNI,
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,China,China,PAS,PAS
2019-05-18,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Femenino,Bolivia,Argentina,DNI,DNI
2019-05-18,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Masculino,,,DNI,
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,,Desconocida,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Desconocida,,DNI,
2019-05-18,Masculino,,Desconocida,DNI,DNI
2019-05-18,Masculino,Argentina,Desconocida,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,,Desconocida,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Bolivia,Bolivia,C.BOL,C.BOL
2019-05-18,Femenino,Argentina,,DNI,DNI
2019-05-18,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Femenino,,,C.BOL,C.BOL
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Femenino,,,DNI,
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Desconocida,,DNI,
2019-05-18,Femenino,,,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Argentina,,DNI,
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Femenino,,Argentina,DNI,DNI
2019-05-18,Femenino,Argentina,Uruguay,DNI,DNI
2019-05-18,Femenino,,,,
2019-05-18,Femenino,Argentina,Venezuela,DNI,DNI
2019-05-18,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,,,DNI,DNI
2019-05-18,Femenino,Argentina,Argentina,DNI,DNI
2019-05-18,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Masculino,Desconocida,Argentina,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Paraguay,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Femenino,Perú,Perú,DNI,DNI PERU
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,,DNI,DNI
2019-05-19,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Masculino,,,,PAS
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Femenino,Argentina,,DNI,
2019-05-19,Masculino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Femenino,Paraguay,Paraguay,C.PAR,C.PAR
2019-05-19,Femenino,,Chile,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Paraguay,Paraguay,DNI,DNI
2019-05-19,Masculino,,Desconocida,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Femenino,Desconocida,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Bolivia,Bolivia,DNI,DNI
2019-05-19,Masculino,Argentina,Desconocida,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Femenino,Argentina,Desconocida,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,,,DNI,
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Masculino,Argentina,,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Femenino,Argentina,,DNI,
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Desconocida,DNI,DNI
2019-05-19,Femenino,,,,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Femenino,Argentina,,DNI,
2019-05-19,Femenino,Argentina,,DNI,
2019-05-19,Masculino,Desconocida,,DNI,
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Paraguay,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,,DNI,DNI
2019-05-19,Masculino,Argentina,,DNI,
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Femenino,Argentina,Colombia,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Masculino,,,,
2019-05-19,Femenino,Argentina,,DNI,DNI
2019-05-19,Femenino,Desconocida,Desconocida,DNI,DNI
2019-05-19,Masculino,,,DNI,
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Femenino,,Paraguay,DNI,DNI
2019-05-19,Femenino,Desconocida,Paraguay,DNI,DNI
2019-05-19,Femenino,,,DNI,DNI
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Masculino,Argentina,Desconocida,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,,Argentina,DNI,DNI
2019-05-19,Masculino,,,DNI,
2019-05-19,Femenino,,,C.PAR,
2019-05-19,Masculino,,,DNI,
2019-05-19,Masculino,,,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
2019-05-19,Masculino,Argentina,Argentina,DNI,DNI
2019-05-19,Femenino,Argentina,Argentina,DNI,DNI
